customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
2178,Veriee,Colthard,Female,20,3/18/54,Mechanical Systems Engineer,Retail,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,12
846,Alvan,Rebichon,Male,60,3/25/54,Geologist I,Manufacturing,Affluent Customer,N,nil,No,17
984,Luciano,Weddup,Male,89,3/25/54,Programmer I,Manufacturing,Affluent Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,16
1815,Bab,Bingall,Female,23,3/26/54,Software Test Engineer I,Argiculture,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,19
53,Agnella,Gocke,Female,22,4/18/54,Software Test Engineer II,Financial Services,Mass Customer,N,1.00E+00,No,16
3592,Pall,MacCart,Male,72,4/27/54,Junior Executive,n/a,Mass Customer,N,á ,No,12
11,Uriah,Bisatt,Male,99,4/30/54,,Property,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,9
2610,Arliene,Bartolijn,Female,41,4/30/54,Account Coordinator,IT,Mass Customer,N,ï¼ï¼ï¼,No,10
2599,Pauly,Eilles,Female,9,5/3/54,VP Marketing,Manufacturing,Mass Customer,N,á ,No,5
2208,Lavena,Embling,Female,59,5/7/54,,n/a,Mass Customer,N,,No,9
220,Jeniffer,Apark,Female,79,5/10/54,Electrical Engineer,Manufacturing,High Net Worth,N,-0.5,No,9
1949,Onida,Cockshot,Female,9,5/10/54,Legal Assistant,Manufacturing,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,7
2529,Ben,Laidler,Male,81,5/11/54,Quality Engineer,Manufacturing,High Net Worth,N,ð¾ ð ð ð ð ð ð ð§,Yes,10
3911,Valeda,Ezele,Female,81,5/25/54,Recruiting Manager,n/a,Mass Customer,N,$1.00 ,No,5
3597,Giorgi,,Male,71,6/16/54,Analog Circuit Design manager,Property,Affluent Customer,N,',Yes,16
230,Maegan,Scyone,Female,74,6/24/54,Internal Auditor,Property,High Net Worth,N,â©testâ©,No,11
141,Townsend,Trobe,Male,67,6/25/54,Teacher,Financial Services,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,10
2050,Opal,Costa,Female,22,6/26/54,Business Systems Development Analyst,n/a,Mass Customer,N,åè£½æ¼¢èª,Yes,5
1710,Matilde,MacKeeg,Female,49,6/30/54,Health Coach IV,Health,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,17
371,Pernell,Favelle,Male,7,7/6/54,Systems Administrator III,Financial Services,Mass Customer,N,âââ,No,7
686,Hallie,Le feaver,Female,60,7/17/54,GIS Technical Architect,Argiculture,High Net Worth,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,5
206,Mari,Chevolleau,Female,98,7/19/54,Statistician I,n/a,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,14
534,Madel,Palffrey,Female,2,8/16/54,Systems Administrator I,n/a,Mass Customer,N,,No,12
2421,Marilee,Garbott,Female,54,8/16/54,Research Nurse,Health,Affluent Customer,N,!@#$%^&*(),Yes,13
674,Dalila,Rosel,Female,61,8/22/54,Developer II,n/a,Mass Customer,N,â©testâ©,No,5
2518,Krystalle,Ives,Female,53,8/22/54,Recruiting Manager,n/a,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,19
3963,Ardelle,Dasent,Female,10,8/22/54,Software Test Engineer II,n/a,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,13
691,Carver,Carwardine,Male,29,8/25/54,,Financial Services,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,5
3540,Ali,Naris,Male,49,8/27/54,,n/a,Mass Customer,N,1,Yes,7
3926,Allistir,Heckney,Male,24,9/4/54,Account Executive,Manufacturing,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,18
3558,Torey,Sarney,Male,16,9/5/54,,n/a,High Net Worth,N,<img src=x onerror=alert('hi') />,Yes,7
269,Zacherie,Grindley,Male,55,9/19/54,Nurse Practicioner,Property,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,9
2573,Tera,Van Weedenburg,Female,72,9/23/54,Software Engineer I,n/a,Mass Customer,N,â¡,No,10
3372,Orazio,Wissby,Male,62,9/25/54,,Telecommunications,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,15
3603,Cale,Yaneev,Male,90,9/27/54,Sales Representative,Retail,Mass Customer,N,1-Feb,Yes,14
1739,Burnaby,Stiffkins,Male,20,10/6/54,Software Consultant,Entertainment,Mass Customer,N,1,No,7
2677,Zollie,Exell,Male,34,10/8/54,,Financial Services,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,No,10
2772,Reynolds,Vreede,Male,15,10/25/54,Quality Engineer,Property,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13
236,Tybalt,Gillingwater,Male,79,10/30/54,Research Nurse,Health,Affluent Customer,N,â©testâ©,No,14
2815,Emery,Carlett,Male,50,10/30/54,,Health,Mass Customer,N,-1.00E+02,No,19
3830,Jareb,Filippucci,Male,92,10/31/54,Sales Representative,Retail,High Net Worth,N,ð©ð½,No,8
2713,Hadlee,Mackro,Male,55,11/3/54,Statistician II,Retail,Affluent Customer,N,"'""''''""",Yes,5
1878,Pen,Hedgecock,Male,6,11/6/54,Account Coordinator,Health,Affluent Customer,N,â«testâ«,No,10
2361,Jeannette,Cerman,Female,55,11/28/54,Help Desk Operator,n/a,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,20
2114,Erick,Caveill,Male,78,11/29/54,Safety Technician III,Argiculture,High Net Worth,N,é¨è½æ ¼,No,19
597,Cassandra,Aucoate,Female,6,12/10/54,Recruiter,Manufacturing,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,No,6
1352,Jerald,Lesly,Male,53,12/28/54,Electrical Engineer,Manufacturing,High Net Worth,N,åè£½æ¼¢èª,No,18
1541,Dynah,Grimes,Female,7,12/28/54,Structural Engineer,Argiculture,Mass Customer,N,NIL,Yes,13
1978,Marge,Skerm,Female,53,1/6/55,Dental Hygienist,Health,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,16
3380,Abe,Ealam,Male,41,1/9/55,Speech Pathologist,Manufacturing,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,14
2950,Kristos,Anthony,Male,19,1/11/55,Software Engineer I,Financial Services,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,Yes,10
2506,Arlana,Ferrick,Female,97,1/20/55,,Health,Affluent Customer,N,NIL,No,9
3652,Aldrich,Camble,Male,20,2/6/55,Nurse,Health,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,17
393,Cesaro,Isbell,Male,35,2/8/55,Associate Professor,Manufacturing,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,9
3668,Katlin,Ragsdale,Female,79,2/9/55,Desktop Support Technician,Property,Mass Customer,N,â¢,Yes,6
1610,Valaree,Chisolm,Female,75,2/10/55,Structural Engineer,n/a,High Net Worth,N,â¦testâ§,Yes,9
13,Gabriele,Norcross,Male,38,2/15/55,Developer I,Financial Services,High Net Worth,N,-1.00E+02,Yes,8
1667,Jaime,Simonnin,Male,67,2/18/55,Geological Engineer,Manufacturing,High Net Worth,N,â¡,No,18
3004,Waylon,Hammant,Male,82,2/20/55,Research Assistant II,Health,Mass Customer,N,1,Yes,16
91,Dylan,Meaker,Male,69,2/24/55,Senior Financial Analyst,Financial Services,Affluent Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,17
3507,Christoph,Greatreax,Male,70,3/3/55,Physical Therapy Assistant,Financial Services,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,5
1143,Goraud,Boissieux,Male,64,3/6/55,Office Assistant IV,Health,Mass Customer,N,ð,Yes,6
1807,Pollyanna,Serjeantson,Female,45,3/15/55,Help Desk Operator,n/a,High Net Worth,N,1.00E+02,Yes,16
2764,Callie,Coltart,Female,12,3/29/55,,Financial Services,Mass Customer,N,â¦testâ§,Yes,20
3709,Lilly,Roubay,Female,31,3/31/55,GIS Technical Architect,Health,Mass Customer,N,â©testâ©,No,8
1015,Toiboid,Sorrel,Male,7,4/1/55,Web Developer I,Health,Mass Customer,N,,No,17
512,Sigfried,Semken,Male,76,4/15/55,VP Accounting,Financial Services,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,6
554,Esmaria,Dobbison,Female,33,5/6/55,Graphic Designer,Health,Mass Customer,N,âââ,Yes,7
3166,Bronson,Plowman,Male,96,5/11/55,Social Worker,Health,Mass Customer,N,<img src=x onerror=alert('hi') />,No,20
794,Scott,Ommundsen,Male,99,5/12/55,Compensation Analyst,Financial Services,Affluent Customer,N,-1.00E+02,Yes,16
1012,Anna-diane,Preddle,Female,20,5/20/55,Software Test Engineer III,n/a,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,11
2758,Fabien,Whittlesea,Male,17,5/24/55,,Manufacturing,Affluent Customer,N,-0.5,No,19
415,Conchita,Jeans,Female,20,5/31/55,Senior Financial Analyst,Financial Services,Affluent Customer,N,â£,Yes,18
1836,Rochella,Harce,Female,54,6/5/55,Research Nurse,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,13
3845,Bonnie,Goracci,Female,72,6/7/55,Legal Assistant,Manufacturing,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,5
166,Elston,Oleszczak,Male,54,6/12/55,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,â¢,No,6
968,Wayne,Woodfin,Male,96,6/16/55,Accountant IV,IT,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,16
2913,Padraic,Bonnar,Male,44,7/11/55,VP Quality Control,IT,Affluent Customer,N,â°â´âµâââ,Yes,14
1319,Trevor,St. Paul,Male,20,7/18/55,,Entertainment,Mass Customer,N,â©testâ©,Yes,12
2226,Hedvig,Flatt,Female,10,7/22/55,Biostatistician II,Entertainment,Mass Customer,N,,No,11
1046,Shir,Clevely,Female,0,7/23/55,Budget/Accounting Analyst II,n/a,Affluent Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,11
275,Dud,,Male,7,7/27/55,VP Sales,Health,High Net Worth,N,ð¾ ð ð ð ð ð ð ð§,No,13
2485,Ringo,Parkyn,Male,93,7/27/55,Help Desk Technician,n/a,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,12
1675,Luke,Wombwell,Male,76,8/14/55,Engineer I,Manufacturing,Affluent Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,14
1616,Shamus,Attenbrough,Male,75,8/16/55,Media Manager II,Retail,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,19
1745,Leigha,Clawson,Female,37,8/23/55,Chief Design Engineer,Financial Services,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,6
3809,Angelita,Itzcovichch,Female,44,9/8/55,VP Quality Control,Manufacturing,Affluent Customer,N,NULL,No,11
3568,Berthe,Griniov,Female,13,9/15/55,Nurse,Retail,Affluent Customer,N,1'; DROP TABLE users--,No,5
2908,Tiffy,Feenan,Female,42,9/21/55,Social Worker,Health,Affluent Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,11
1800,Dianemarie,Hatherall,Female,30,9/23/55,Executive Secretary,Argiculture,High Net Worth,N,00ËÆ$-,No,11
2747,Anna-diane,Crumpe,Female,5,9/23/55,Software Test Engineer III,n/a,Affluent Customer,N,!@#$%^&*(),No,11
3129,Leola,Mandrier,Female,44,9/25/55,Analog Circuit Design manager,Property,High Net Worth,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,11
3017,Jason,De Lorenzo,Male,88,10/5/55,Operator,Financial Services,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,7
2408,Celestia,,Female,38,10/10/55,VP Marketing,Health,Mass Customer,N,1,No,16
1077,Sheba,Este,Female,8,10/11/55,,Telecommunications,Mass Customer,N,"''''""",Yes,18
2867,Lem,Meegan,Male,53,10/19/55,Sales Associate,n/a,High Net Worth,N,â,No,12
2254,Ann,Beek,Female,36,10/21/55,Programmer Analyst II,Health,Affluent Customer,N,ðµ ð ð ð,No,18
38,Cordi,Merman,Female,37,10/29/55,Senior Cost Accountant,Financial Services,Affluent Customer,N,"''''""",No,20
3330,Tina,Pristnor,Female,70,11/6/55,,Health,Mass Customer,N,nil,Yes,18
1201,Stephani,Mellhuish,Female,42,11/28/55,,Manufacturing,Mass Customer,N,00ËÆ$-,No,10
2052,Ganny,Sealeaf,Male,5,11/30/55,,Retail,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,8
767,Gustav,Kos,Male,70,12/16/55,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,$1.00 ,No,11
2193,Roldan,Carrington,Male,66,12/16/55,Developer III,n/a,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,6
3899,Rex,Gittings,Male,23,12/28/55,Research Associate,Health,Affluent Customer,N,1,Yes,6
486,Prudi,Edon,Female,0,12/30/55,Technical Writer,Manufacturing,Affluent Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,15
1452,Zachery,Hamber,Male,99,12/31/55,Safety Technician III,Retail,Mass Customer,N,",./;'[]\-=",No,20
471,Libby,Wardesworth,Female,82,1/1/56,GIS Technical Architect,Financial Services,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,14
3748,Maurise,Beal,Male,82,1/10/56,Staff Scientist,n/a,Affluent Customer,N,åè£½æ¼¢èª,Yes,18
3185,Duky,Crichley,Male,25,1/18/56,Senior Financial Analyst,Financial Services,Mass Customer,N,($1.00),No,10
3291,Cindy,Eakin,Female,33,1/21/56,Staff Accountant II,Manufacturing,Mass Customer,N,<img src=x onerror=alert('hi') />,No,13
277,Jehanna,Alvarado,Female,69,2/19/56,VP Product Management,n/a,High Net Worth,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,15
3599,Lane,Maguire,Male,11,2/27/56,Physical Therapy Assistant,n/a,High Net Worth,N,1.00E+02,Yes,6
2818,Frazier,Streak,Male,82,3/8/56,Software Test Engineer I,n/a,Affluent Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,7
2228,Rosita,Soppeth,Female,12,3/9/56,Geological Engineer,Manufacturing,High Net Worth,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,9
3846,Nariko,McClymont,Female,57,3/12/56,Geologist III,Manufacturing,Mass Customer,N,"""'",No,15
98,Allianora,Babalola,Female,19,3/17/56,Safety Technician IV,Health,Mass Customer,N,,No,7
722,Stewart,Brosoli,Male,69,3/17/56,Marketing Manager,IT,Mass Customer,N,"__ï¾(,_,*)",No,5
2972,Deena,Burnsides,Female,11,3/18/56,,n/a,High Net Worth,N,<script>alert('hi')</script>,No,17
3859,Boonie,Searle,Male,81,3/20/56,Software Consultant,Manufacturing,Mass Customer,N,,No,14
431,Gale,Done,Male,8,3/26/56,Research Nurse,Health,Affluent Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,18
1662,Xenia,Willmett,Female,40,4/1/56,Electrical Engineer,Manufacturing,High Net Worth,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,11
360,Atalanta,Starbucke,Female,64,4/2/56,Staff Scientist,Property,Mass Customer,N,1.00E+02,Yes,19
1702,Bryn,Whisby,Male,14,4/3/56,Research Nurse,Health,Mass Customer,N,â¦testâ§,No,17
577,Nadean,Fielding,Female,41,4/8/56,,Property,Mass Customer,N,NULL,Yes,19
2380,Merissa,Milella,Female,44,4/9/56,Technical Writer,Retail,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,15
1306,Doyle,Oleksinski,Male,13,4/12/56,Occupational Therapist,Health,Affluent Customer,N,1'; DROP TABLE users--,Yes,13
